n_ocupacao,media_EME,var_EME,DP_EME
10,-0.5174592767864061,0.5724119186405563,0.7565790894814344
20,-1.2350535236655722,1.183846863404627,1.088047270758319
30,-1.8450647008491092,0.5265061008709901,0.7256074013342133
40,-2.5051606056016227,0.7266892191635055,0.8524606848198371
50,-3.1627790626208387,0.3681429801904112,0.6067478720114403
60,-4.039864360399781,2.973201415062139,1.7242973685133718
70,-4.314928134939503,0.5696177180842995,0.754730228680619
80,-4.9782580876160365,0.22487600798615442,0.4742109319555533
90,-5.744347042923694,0.45521790589097,0.6746983814201498
100,-6.222379952224618,1.6088180427451533,1.2683919121254097
