Oc,media_erro,var_erro,desvio_padrao_erro
0,nan,nan,nan
10,-0.04539759060991491,892.9689932960221,29.882586790571228
20,0.06903763401701288,1565.8036826283467,39.57023733348521
30,0.05355143182307979,2115.1784868874975,45.99106964278497
40,-0.037086345626919405,2748.6115357009935,52.427202249414314
50,-0.007743332983779393,3193.045940398065,56.50704328132967
60,0.09927073512300574,3623.2787493152605,60.19367698783038
70,-0.059924033632136435,3999.9841003322813,63.2454275053326
80,-0.031159838684307217,4270.417355434651,65.3484303976358
90,-0.04744993610727249,4380.0023969951735,66.18158654032989
100,0.010888464341279522,4471.2934179812455,66.86773076739816
