n_ocupacao,media_DP,var_DP,DP_DP
10,49.23362978639594,13.590676033719165,3.686553408499484
20,54.414013266776145,13.293650472611562,3.646045868144223
30,55.243537216412946,5.983296658666814,2.446077811245344
40,54.94748699485003,3.3679510766995064,1.8351978303985395
50,53.277596215648366,8.531482901733876,2.920870230211174
60,51.3536552209404,1.7399223255434162,1.3190611530719174
70,48.5168156955718,1.5908920518456546,1.261305693258242
80,44.99780637945107,3.860407279389851,1.964791917580549
90,41.4997867212918,1.3124877685946417,1.145638585503579
100,36.8389100971101,2.349146623616036,1.532692605715848
