Oc,media_erro,var_erro,desvio_padrao_erro
0,0.001302677580054437,1.4581879768318156,1.2075545440400677
10,0.04102205483147467,203.23182927540978,14.25594014000514
20,0.21265655621749277,381.66584461493886,19.5362699770181
30,0.3769589502317436,545.5955264830073,23.35798635334406
40,0.45092316540479327,698.7797199848249,26.434441926865503
50,0.03450696840740761,841.9692104907093,29.01670571396259
60,-0.20113989050163814,978.7089251284884,31.284323951917013
70,-0.3256169636480983,1103.8300430773884,33.223937802093666
80,-0.5595839013740809,1217.2116964864595,34.88856111229667
90,-1.660088469137493,1317.9202544104635,36.30317140981575
100,-2.5663383192536844,1409.7224159550233,37.5462703334835
