Oc,media_erro,var_erro,desvio_padrao_erro
0,0.0013072136378774188,1.4581683718946767,1.207546426393071
10,-0.7477551376424794,185.2441789451984,13.610443745344911
20,-1.4296970067251271,345.32386471371507,18.582891720981294
30,-2.100113845019435,493.2558707365696,22.209364482951095
40,-3.00399695221495,632.8621339979381,25.156751260803492
50,-4.2182704886998,764.7007198018019,27.65322259343026
60,-5.376869635796857,892.2718029102882,29.870919016834556
70,-6.7463544501734,1010.7189446045987,31.791806249481937
80,-7.571669286908782,1119.3058214382656,33.45602817786752
90,-9.661862082921246,1216.8036052349075,34.88271212556311
100,-11.530441054747378,1307.006087071909,36.15253915110125
