Oc,media_erro,var_erro,desvio_padrao_erro
0,0.0013130782878953077,1.4581667080764777,1.2075457374677274
10,-0.40549137628523346,171.64706601404717,13.101414656976825
20,-0.8371888609004929,316.9973388845659,17.80441908304132
30,-1.1096539390764677,452.3041370596577,21.26744312463672
40,-1.60090221911116,582.0719348702337,24.126167015716227
50,-2.8509646238577213,703.8872515875388,26.530873554927265
60,-3.6570632087481547,823.7182031209343,28.700491339364458
70,-4.725524818528082,936.3302836958908,30.599514435622844
80,-5.182803966032893,1040.7789442938456,32.2611057512579
90,-7.236467187092821,1136.0570264703306,33.705445056701606
100,-8.242583100382703,1224.9172699817968,34.99881812264233
