n_ocupacao,media_DP,var_DP,DP_DP
0,1.205457848560325,0.00040625544006328784,0.02015577932165581
10,13.325889324436043,0.5559459046999893,0.7456178006861084
20,17.99789031789564,0.4263811859331242,0.6529787025111341
30,21.606440012790998,0.1967721201096207,0.443590036080186
40,24.495664997827298,0.19365129519916996,0.4400582861385182
50,26.94216265630725,0.15956967965260116,0.3994617374074783
60,29.11913925641777,0.20575469883096567,0.4536019166967504
70,31.00532421361649,0.2490368211734926,0.49903589166861795
80,32.60700476162117,0.15298269806639694,0.39113002705800654
90,34.10792309729571,0.37758994956249486,0.6144834819281108
100,35.38463014702213,0.4405341504049385,0.6637274669658764
