n_ocupacao,media_MAE,var_MAE,DP_MAE
0,0.002411314624425014,1.6823123581546406e-06,0.0012970398444745793
10,4.9090517227243025,0.26259015114373213,0.5124355092533421
20,6.601202290446331,0.4737871299379063,0.688321966769844
30,7.803764618235105,0.6496878190619668,0.806032145179066
40,8.754523549223343,0.8072075882782688,0.8984473208142305
50,9.530311855726532,0.9627605286046371,0.9812036122052533
60,10.1810475843315,1.0991889299197481,1.0484221143793888
70,10.736094405537113,1.2133350989472416,1.1015149109055409
80,11.26038438009211,1.3156187344352888,1.1470042434251448
90,11.707685156990838,1.4332336919350004,1.1971773853255834
100,11.883577478717681,1.4855917866609234,1.218848549517504
