n_ocupacao,media_SNR,var_SNR,DP_SNR
10,-24.5769504309477,1.264824189102567,1.124644027727248
20,-28.04213756819584,0.8350060662175688,0.9137866634053973
30,-29.344097730039053,1.413932111965879,1.189088773795245
40,-30.31449787341109,0.2735343795030724,0.5230051429030812
50,-30.959079296491314,1.1925842930737458,1.092055077857223
60,-31.61704459878976,0.3000100232608744,0.5477317073722082
70,-31.82743532266949,0.4496033146551211,0.6705246562618865
80,-32.20805794398881,0.1284318553106438,0.35837390433825367
90,-32.41187114251939,0.137656242443425,0.3710205418078964
100,-32.481882904888415,0.06881819795487941,0.26233222820476976
