n_ocupacao,media_MAE,var_MAE,DP_MAE
10,30.0191792006593,7.211433525512109,2.685411239551981
20,32.981073808660064,1.4389158877542272,1.199548201513481
30,32.83816843871597,0.7502207802957916,0.8661528619682508
40,31.628920655699517,0.26514186093147946,0.5149192761312005
50,29.724058212215336,1.5232837252216904,1.2342138085525094
60,27.81895255030922,0.19032807772200191,0.436266062995968
70,25.58730507732375,0.1884671797932728,0.434128068423677
80,23.199593694962083,0.41554655237525134,0.6446290036720744
90,20.963897111524147,0.09225563751879634,0.30373613140157746
100,18.55251285257341,0.1320334099667767,0.3633640185362011
