Oc,media_erro,var_erro,desvio_padrao_erro
0,-0.3363874800685584,52.20589709556207,7.2253648416922225
10,-10.63703269319467,3319.7139275542045,57.61695868018551
20,-13.441299191319413,4288.149303093597,65.48396218230535
30,-12.313791180502275,4573.191817507674,67.62537850177013
40,-10.537043833343795,4563.432873047065,67.55318551369037
50,-9.060170151526762,4438.776782247785,66.62414563990885
60,-7.90100351738909,4438.5138199440025,66.62217213468803
70,-6.871206726002606,4425.815130762138,66.52680009411348
80,-6.575700153104642,4411.348763932529,66.41798524445416
90,-6.5894555784147775,4510.202427002957,67.1580406727516
100,-6.338786250687067,4458.203577402059,66.76978042050204
