n_ocupacao,media_DP,var_DP,DP_DP
0,0.0,0.0,0.0
10,27.375366742704564,10.997216643591205,3.3162051570418867
20,40.559677339441635,13.897386781163876,3.7279199000466567
30,47.379730832115484,18.352707930378607,4.284006060964271
40,52.6054576725271,8.052082121314426,2.8376190937675947
50,56.96350408564766,20.026971342257813,4.475150426774257
60,61.231155832206184,21.702654116645398,4.658610749638287
70,62.86302416561494,16.303185178947437,4.037720294788563
80,65.65341115959235,6.812257279014418,2.6100301299054802
90,67.27597351364766,6.026667348289709,2.4549271574304825
100,67.79562384335107,3.1519616513886413,1.7753764815916204
